Filename,Latitude,Longitude,Altitude,Gimball_Roll,Gimball_Yaw,Gimball_Pitch,Flight_Roll,Flight_Yaw,Flight_Pitch
DJI_20250111225541_0152_D.JPG,44.718613833333336,26.033795694444446,111.217,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225545_0153_D.JPG,44.71852808333333,26.033839194444447,111.217,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225549_0154_D.JPG,44.71845625,26.033876083333336,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225552_0155_D.JPG,44.71838263888889,26.033915750000002,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225556_0156_D.JPG,44.718314500000005,26.033952222222222,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225600_0157_D.JPG,44.71824066666667,26.033990805555558,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225603_0158_D.JPG,44.71815463888889,26.034034694444447,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225607_0159_D.JPG,44.71807155555556,26.03407716666667,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225611_0160_D.JPG,44.717991472222224,26.034119305555556,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225614_0161_D.JPG,44.71792275,26.03415425,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225622_0162_D.JPG,44.71789663888889,26.034171555555556,111.217,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225646_0163_D.JPG,44.71789088888889,26.03417591666667,111.217,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225650_0164_D.JPG,44.71789927777778,26.034203,111.217,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225654_0165_D.JPG,44.717922305555554,26.034265555555557,111.217,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225658_0166_D.JPG,44.71795436111111,26.034348194444448,111.217,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225701_0167_D.JPG,44.71798263888889,26.034422444444445,111.217,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225720_0168_D.JPG,44.71799055555556,26.03443825,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225725_0169_D.JPG,44.717975305555555,26.034407416666667,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225728_0170_D.JPG,44.71792488888889,26.034301333333335,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225732_0171_D.JPG,44.717876611111116,26.03420155555556,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225735_0172_D.JPG,44.71783327777778,26.034115638888892,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225739_0173_D.JPG,44.71779377777778,26.034036111111114,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225742_0174_D.JPG,44.71775675,26.03396366666667,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225751_0175_D.JPG,44.71775786111111,26.03395977777778,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225755_0176_D.JPG,44.717782694444445,26.03394738888889,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225759_0177_D.JPG,44.71782816666667,26.033923555555557,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225802_0178_D.JPG,44.717876277777776,26.033897055555556,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225806_0179_D.JPG,44.71792802777778,26.03386825,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225810_0180_D.JPG,44.717978888888894,26.03383977777778,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225814_0181_D.JPG,44.71802875,26.033810333333335,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225818_0182_D.JPG,44.718099888888894,26.033770222222223,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225821_0183_D.JPG,44.71817875,26.033726166666668,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225825_0184_D.JPG,44.71826136111111,26.033677750000003,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225828_0185_D.JPG,44.718338888888894,26.033632305555557,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225832_0186_D.JPG,44.718407722222224,26.03359352777778,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225835_0187_D.JPG,44.71847561111111,26.0335545,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225838_0188_D.JPG,44.718546833333335,26.033512333333334,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225841_0189_D.JPG,44.71862541666667,26.033465444444445,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225845_0190_D.JPG,44.71870641666667,26.033417611111112,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225848_0191_D.JPG,44.71877227777778,26.033379833333335,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225853_0192_D.JPG,44.71887019444445,26.03332411111111,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225856_0193_D.JPG,44.71893588888889,26.033289416666666,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225859_0194_D.JPG,44.718989944444445,26.033261694444445,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225901_0195_D.JPG,44.71903722222223,26.033236833333333,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225903_0196_D.JPG,44.71909344444445,26.033207583333333,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225907_0197_D.JPG,44.71918263888889,26.033159277777777,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225910_0198_D.JPG,44.7192725,26.033108583333334,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225912_0199_D.JPG,44.71932594444445,26.033077888888887,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225940_0200_D.JPG,44.719324666666665,26.033074777777777,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225943_0201_D.JPG,44.71931516666667,26.033087694444443,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225945_0202_D.JPG,44.71929202777778,26.033118527777777,111.317,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225951_0203_D.JPG,44.71923,26.03320075,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225955_0204_D.JPG,44.71916541666667,26.03328475,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111225959_0205_D.JPG,44.71911108333334,26.03334813888889,111.417,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230002_0206_D.JPG,44.71906236111111,26.033404083333334,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230006_0207_D.JPG,44.71901288888889,26.033461000000003,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230010_0208_D.JPG,44.71896163888889,26.033517361111112,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230013_0209_D.JPG,44.718922472222225,26.03355927777778,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230016_0210_D.JPG,44.71889111111111,26.033593055555556,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230020_0211_D.JPG,44.718866194444445,26.03361963888889,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230023_0212_D.JPG,44.718846694444444,26.03363875,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230027_0213_D.JPG,44.71882772222222,26.03365725,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230030_0214_D.JPG,44.718808555555555,26.033676111111113,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230035_0215_D.JPG,44.71878897222222,26.03369527777778,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230040_0216_D.JPG,44.71876536111111,26.033719750000003,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230044_0217_D.JPG,44.71872891666667,26.03375666666667,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230046_0218_D.JPG,44.718691166666666,26.03379341666667,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230049_0219_D.JPG,44.71864241666667,26.03384088888889,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230053_0220_D.JPG,44.71858683333333,26.033894083333337,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230059_0221_D.JPG,44.718473583333335,26.03399238888889,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230103_0222_D.JPG,44.718423388888894,26.03403677777778,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230108_0223_D.JPG,44.718411111111116,26.034051805555556,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230112_0224_D.JPG,44.71824733333334,26.03421813888889,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230115_0225_D.JPG,44.71812555555556,26.034341694444446,111.517,0.0,0.0,0.0,0.0,0.0,-10
DJI_20250111230118_0226_D.JPG,44.71804080555556,26.03442927777778,111.517,0.0,0.0,0.0,0.0,0.0,-10
